close_btc,close_qqq,difficulty,close_VIX,volume_qqq,value_fear_greed,close_int,date,target,target_signal,btc_change
194333.0,41.39,19157154724710.0,21.28,78730000.0,92.0,0.09,2020-12-03,186581.0,rojo,0.011160946573147035
186581.0,41.9,19157154724710.0,20.79,63540000.0,92.0,0.09,2020-12-04,191707.0,verde,-0.03989029140701783
191707.0,42.61,19157154724710.0,21.3,62010000.0,94.0,0.09,2020-12-07,183266.0,rojo,0.02747332257839763
183266.0,43.0,19157154724710.0,20.68,66960000.0,95.0,0.09,2020-12-08,185460.0,verde,-0.04403073440197802
185460.0,40.12,19157154724710.0,22.27,122440000.0,86.0,0.09,2020-12-09,182472.0,rojo,0.011971669595014944
182472.0,40.61,19157154724710.0,22.52,86670000.0,94.0,0.09,2020-12-10,180236.0,rojo,-0.016111290844386894
180236.0,40.33,19157154724710.0,23.31,84910000.0,89.0,0.09,2020-12-11,192738.0,verde,-0.01225393485027837
192738.0,41.19,19157154724710.0,24.72,73340000.0,95.0,0.09,2020-12-14,194349.0,verde,0.0693646108435606
194349.0,42.47,18670168558400.0,22.89,78990000.0,91.0,0.09,2020-12-15,213522.0,verde,0.00835849702705227
213522.0,43.18,18670168558400.0,22.5,68800000.0,92.0,0.09,2020-12-16,228254.0,verde,0.09865242424710186
228254.0,44.06,18670168558400.0,21.93,69640000.0,92.0,0.09,2020-12-17,231279.0,verde,0.06899523234139804
231279.0,43.58,18670168558400.0,21.57,84380000.0,95.0,0.09,2020-12-18,227285.0,rojo,0.01325277979794448
227285.0,43.42,18670168558400.0,25.16,101800000.0,92.0,0.09,2020-12-21,238232.0,verde,-0.01726918570211733
238232.0,43.76,18670168558400.0,24.23,81000000.0,88.0,0.09,2020-12-22,232579.0,rojo,0.04816419913324688
232579.0,43.1,18670168558400.0,23.31,59720000.0,93.0,0.09,2020-12-23,237365.0,verde,-0.023728970079586298
237365.0,43.66,18670168558400.0,21.53,38530000.0,86.0,0.09,2020-12-24,270578.0,verde,0.02057795415751218
270578.0,44.97,18670168558400.0,21.7,58530000.0,92.0,0.09,2020-12-28,273760.0,verde,0.13992374612937875
273760.0,45.1,18670168558400.0,23.08,60570000.0,91.0,0.09,2020-12-29,288687.0,verde,0.011760010052554115
288687.0,45.1,18670168558400.0,22.77,52400000.0,91.0,0.09,2020-12-30,289494.0,amarillo,0.05452586206896548
289494.0,45.45,18599593048299.0,22.75,53350000.0,95.0,0.09,2020-12-31,320226.0,verde,0.0027954151035549657
320226.0,43.46,18599593048299.0,26.97,98740000.0,94.0,0.09,2021-01-04,339915.0,verde,0.1061576405728617
339915.0,44.55,18599593048299.0,25.34,59360000.0,93.0,0.09,2021-01-05,367932.0,verde,0.061484701429615374
367932.0,42.71,18599593048299.0,25.07,105370000.0,95.0,0.09,2021-01-06,394602.0,verde,0.0824235470632364
394602.0,45.79,18599593048299.0,22.37,61850000.0,91.0,0.09,2021-01-07,405993.0,verde,0.07248622027983442
405993.0,47.57,18599593048299.0,21.56,76410000.0,93.0,0.09,2021-01-08,355443.0,rojo,0.02886706098803349
355443.0,45.47,18599593048299.0,24.08,70650000.0,90.0,0.09,2021-01-11,340761.0,rojo,-0.1245095358786974
340761.0,45.27,20607418304386.0,23.33,73020000.0,84.0,0.09,2021-01-12,373822.0,verde,-0.041306200994252196
373822.0,46.15,20607418304386.0,22.21,54380000.0,78.0,0.09,2021-01-13,391757.0,verde,0.09702107929017689
391757.0,45.45,20607418304386.0,23.25,59120000.0,83.0,0.09,2021-01-14,368458.0,rojo,0.04797737960847681
368458.0,44.34,20607418304386.0,24.34,70850000.0,88.0,0.09,2021-01-15,360029.0,rojo,-0.059473091737990647
360029.0,46.26,20607418304386.0,23.24,60480000.0,80.0,0.09,2021-01-19,354763.0,rojo,-0.022876420107583506
354763.0,49.49,20607418304386.0,21.58,60870000.0,78.0,0.09,2021-01-20,308421.0,rojo,-0.014626599523927197
308421.0,50.72,20607418304386.0,21.32,46340000.0,75.0,0.08,2021-01-21,330005.0,verde,-0.13062805309460124
330005.0,50.26,20607418304386.0,21.91,40940000.0,40.0,0.08,2021-01-22,322523.0,rojo,0.06998226450209288
322523.0,51.65,20823531150112.0,23.19,76590000.0,74.0,0.08,2021-01-25,325021.0,verde,-0.022672383751761283
325021.0,51.71,20823531150112.0,23.02,45480000.0,71.0,0.08,2021-01-26,304040.0,rojo,0.007745184064392285
304040.0,47.54,20823531150112.0,37.21,94450000.0,78.0,0.08,2021-01-27,333748.0,verde,-0.06455275197602617
333748.0,48.24,20823531150112.0,30.21,45010000.0,55.0,0.07,2021-01-28,343018.0,verde,0.09771082752269433
343018.0,45.24,20823531150112.0,33.09,92140000.0,77.0,0.07,2021-01-29,335157.0,rojo,0.02777544734350479
335157.0,48.56,20823531150112.0,30.24,52830000.0,77.0,0.08,2021-02-01,354852.0,verde,-0.02291716469689642
354852.0,50.91,20823531150112.0,25.56,46370000.0,76.0,0.08,2021-02-02,376468.0,verde,0.05876350486488424
376468.0,50.33,20823531150112.0,22.91,47590000.0,78.0,0.08,2021-02-03,369821.0,rojo,0.06091553661808313
369821.0,52.1,20823531150112.0,21.77,36400000.0,80.0,0.08,2021-02-04,382976.0,verde,-0.01765621513647908
382976.0,52.65,20823531150112.0,20.87,43310000.0,81.0,0.08,2021-02-05,463957.0,verde,0.03557126285419154
463957.0,53.68,20823531150112.0,21.24,38500000.0,83.0,0.07,2021-02-08,465086.0,amarillo,0.21145189254679142
465086.0,53.65,21434395961349.0,21.63,32880000.0,95.0,0.08,2021-02-09,448360.0,rojo,0.00243341516562956
448360.0,53.28,21434395961349.0,21.99,61770000.0,92.0,0.08,2021-02-10,479907.0,verde,-0.03596324120700256
479907.0,54.13,21434395961349.0,21.25,49430000.0,93.0,0.08,2021-02-11,473717.0,rojo,0.07036087072887853
473717.0,55.06,21434395961349.0,19.97,38740000.0,92.0,0.08,2021-02-12,491697.0,verde,-0.012898332385232969
491697.0,54.6,21434395961349.0,21.46,44330000.0,95.0,0.08,2021-02-16,520792.0,verde,0.03795515043791964
520792.0,53.83,21434395961349.0,21.5,53320000.0,95.0,0.08,2021-02-17,515822.0,rojo,0.05917262053663119
515822.0,53.11,21434395961349.0,22.49,55100000.0,91.0,0.07,2021-02-18,559066.0,verde,-0.009543157344966913
559066.0,52.41,21434395961349.0,22.05,46690000.0,93.0,0.07,2021-02-19,541118.0,rojo,0.08383512141785343
541118.0,48.35,21724134900047.0,23.45,66370000.0,94.0,0.07,2021-02-22,489112.0,rojo,-0.03210354412538052
489112.0,47.92,21724134900047.0,23.11,99640000.0,94.0,0.07,2021-02-23,496975.0,verde,-0.09610842736704384
496975.0,49.08,21724134900047.0,21.34,61520000.0,76.0,0.07,2021-02-24,469285.0,rojo,0.016076072555978982
469285.0,43.95,21724134900047.0,28.89,118900000.0,79.0,0.07,2021-02-25,463456.0,rojo,-0.05571708838472755
463456.0,44.61,21724134900047.0,27.95,104660000.0,55.0,0.07,2021-02-26,495955.0,verde,-0.012421023471877457
495955.0,48.5,21724134900047.0,23.35,66850000.0,38.0,0.07,2021-03-01,484242.0,rojo,0.0701231616377822
484242.0,46.17,21724134900047.0,24.1,75850000.0,78.0,0.07,2021-03-02,503951.0,verde,-0.023617062031837555
503951.0,42.17,21724134900047.0,26.67,115770000.0,78.0,0.07,2021-03-03,484280.0,rojo,0.040700724018156276
484280.0,40.08,21724134900047.0,28.57,216020000.0,84.0,0.07,2021-03-04,487925.0,verde,-0.03903355683389853
487925.0,41.88,21724134900047.0,24.66,168330000.0,77.0,0.07,2021-03-05,523110.0,verde,0.007526637482448084
523110.0,38.3,21724134900047.0,25.47,117870000.0,81.0,0.07,2021-03-08,548790.0,verde,0.07211149254496085
548790.0,42.81,21448277761060.0,24.03,86720000.0,81.0,0.07,2021-03-09,558519.0,verde,0.0490910133623903
558519.0,42.44,21448277761060.0,22.56,101690000.0,68.0,0.07,2021-03-10,577995.0,verde,0.01772809271305964
577995.0,45.39,21448277761060.0,21.91,79470000.0,73.0,0.07,2021-03-11,572651.0,rojo,0.034870792220139224
572651.0,44.26,21448277761060.0,20.69,83300000.0,70.0,0.07,2021-03-12,557913.0,rojo,-0.009245754721061594
557913.0,45.67,21448277761060.0,20.03,63670000.0,76.0,0.07,2021-03-15,568897.0,verde,-0.025736443313641333
568897.0,46.42,21448277761060.0,19.79,84390000.0,71.0,0.07,2021-03-16,589135.0,verde,0.019687657394611646
589135.0,47.01,21448277761060.0,19.23,98190000.0,71.0,0.07,2021-03-17,576560.0,rojo,0.03557410216612156
576560.0,42.69,21448277761060.0,21.58,114760000.0,72.0,0.07,2021-03-18,580880.0,verde,-0.02134485304726419
580880.0,43.24,21448277761060.0,20.95,96640000.0,71.0,0.07,2021-03-19,541583.0,rojo,0.007492715415568174
541583.0,45.54,21865558044611.0,18.88,70550000.0,70.0,0.07,2021-03-22,544525.0,verde,-0.0676508056741496
544525.0,44.95,21865558044611.0,20.3,93890000.0,66.0,0.07,2021-03-23,523254.0,rojo,0.005432223685012172
523254.0,42.68,21865558044611.0,21.2,95240000.0,65.0,0.07,2021-03-24,513223.0,rojo,-0.03906340388411922
513223.0,42.45,21865558044611.0,19.81,119940000.0,60.0,0.07,2021-03-25,550361.0,verde,-0.01917042201301855
550361.0,44.33,21865558044611.0,18.86,107530000.0,54.0,0.07,2021-03-26,576162.0,verde,0.0723623064437875
576162.0,44.3,21865558044611.0,20.74,95300000.0,72.0,0.07,2021-03-29,587713.0,verde,0.046880138672616756
587713.0,43.67,21865558044611.0,19.61,74180000.0,72.0,0.07,2021-03-30,587637.0,amarillo,0.02004818089356819
587637.0,45.63,21865558044611.0,19.4,80980000.0,76.0,0.06,2021-03-31,587183.0,amarillo,-0.0001293148186274351
587183.0,47.95,21865558044611.0,17.33,72540000.0,74.0,0.07,2021-04-01,589934.0,amarillo,-0.0007725857970141137
589934.0,50.83,23064760716651.37,17.91,65270000.0,71.0,0.07,2021-04-05,579963.0,rojo,0.004685081141654335
579963.0,50.71,23137439666472.0,18.12,60300000.0,75.0,0.07,2021-04-06,559487.0,rojo,-0.01690189071997883
559487.0,51.08,23137439666472.0,17.16,49490000.0,72.0,0.07,2021-04-07,580774.0,verde,-0.03530570053606863
580774.0,52.68,23137439666472.0,16.95,56810000.0,73.0,0.07,2021-04-08,581187.0,amarillo,0.03804735409401827
581187.0,53.63,23137439666472.0,16.69,64720000.0,70.0,0.07,2021-04-09,598638.0,verde,0.0007111199881537633
598638.0,53.42,23137439666472.0,16.91,54820000.0,74.0,0.07,2021-04-12,635409.0,verde,0.03002648028947652
635409.0,55.26,23137439666472.0,16.65,57510000.0,74.0,0.07,2021-04-13,629804.0,rojo,0.06142443346396309
629804.0,53.31,23137439666472.0,16.99,80610000.0,75.0,0.07,2021-04-14,632160.0,amarillo,-0.008821090038069967
632160.0,55.67,23137439666472.0,16.57,60400000.0,79.0,0.07,2021-04-15,613797.0,rojo,0.0037408463585495433
613797.0,55.9,23137439666472.0,16.25,58740000.0,78.0,0.07,2021-04-16,556461.0,rojo,-0.0290480258162491
556461.0,54.38,23581981443664.0,17.29,79580000.0,74.0,0.07,2021-04-19,564832.0,verde,-0.09341199126095434
564832.0,53.19,23581981443664.0,18.68,79140000.0,73.0,0.07,2021-04-20,538202.0,rojo,0.015043282458249596
538202.0,54.53,23581981443664.0,17.5,55530000.0,73.0,0.07,2021-04-21,517295.0,rojo,-0.047146762223103544
517295.0,52.55,23581981443664.0,18.71,87420000.0,65.0,0.07,2021-04-22,511436.0,rojo,-0.038846009490860256
511436.0,54.53,23581981443664.0,17.33,53940000.0,55.0,0.07,2021-04-23,540205.0,verde,-0.011326225847920424
540205.0,55.61,23581981443664.0,17.64,49990000.0,27.0,0.07,2021-04-26,550365.0,verde,0.05625141757717489
550365.0,54.88,23581981443664.0,17.56,59660000.0,50.0,0.07,2021-04-27,548414.0,amarillo,0.018807674864171897
548414.0,54.31,23581981443664.0,17.28,59480000.0,59.0,0.07,2021-04-28,535608.0,rojo,-0.0035449201893289484
535608.0,54.86,23581981443664.0,17.61,74060000.0,52.0,0.06,2021-04-29,577203.0,verde,-0.02335097207584047
577203.0,53.83,23581981443664.0,18.61,59220000.0,51.0,0.05,2021-04-30,571698.0,rojo,0.07765940762647316
571698.0,52.95,23581981443664.0,18.31,67110000.0,61.0,0.06,2021-05-03,537415.0,rojo,-0.009537372466879024
537415.0,50.16,20608845737768.0,19.48,105620000.0,68.0,0.06,2021-05-04,574413.0,verde,-0.059966975571018266
574413.0,49.58,20608845737768.0,19.15,68220000.0,48.0,0.06,2021-05-05,564054.0,rojo,0.06884437538959642
564054.0,50.66,20608845737768.0,18.39,84830000.0,65.0,0.06,2021-05-06,573372.0,verde,-0.018034062599558198
573372.0,51.9,20608845737768.0,16.69,79350000.0,64.0,0.06,2021-05-07,558489.0,rojo,0.016519694922826567
558489.0,48.0,20608845737768.0,19.66,92110000.0,72.0,0.06,2021-05-10,566957.0,verde,-0.025956970343860575
566957.0,47.76,20608845737768.0,21.84,114400000.0,61.0,0.06,2021-05-11,493842.0,rojo,0.015162339813317827
493842.0,44.13,20608845737768.0,27.59,118080000.0,68.0,0.06,2021-05-12,497046.0,verde,-0.12896039734935805
497046.0,45.06,20608845737768.0,23.13,104300000.0,31.0,0.06,2021-05-13,498398.0,amarillo,0.006487905038453645
498398.0,47.99,20608845737768.0,18.81,72130000.0,26.0,0.06,2021-05-14,435413.0,rojo,0.0027200701745915268
435413.0,47.17,25046487590083.0,19.72,69270000.0,27.0,0.06,2021-05-17,428973.0,rojo,-0.12637490519624883
428973.0,46.19,25046487590083.0,21.34,65840000.0,21.0,0.06,2021-05-18,367205.0,rojo,-0.014790555174053144
367205.0,46.35,25046487590083.0,22.18,95950000.0,23.0,0.06,2021-05-19,407172.0,verde,-0.14399041431512005
407172.0,49.03,25046487590083.0,20.67,69610000.0,11.0,0.06,2021-05-20,372974.0,rojo,0.10884111055132695
372974.0,48.22,25046487590083.0,20.15,64070000.0,19.0,0.06,2021-05-21,387506.0,verde,-0.08398907586965709
387506.0,50.64,25046487590083.0,18.4,46090000.0,10.0,0.06,2021-05-24,383783.0,rojo,0.03896250140760471
383783.0,50.88,25046487590083.0,18.84,53360000.0,22.0,0.06,2021-05-25,392492.0,verde,-0.009607593172750839
392492.0,51.4,25046487590083.0,17.36,39020000.0,22.0,0.06,2021-05-26,384173.0,rojo,0.022692511132593074
384173.0,50.8,25046487590083.0,16.74,41610000.0,27.0,0.06,2021-05-27,356625.0,rojo,-0.02119533646545657
356625.0,51.29,25046487590083.0,16.76,40930000.0,21.0,0.05,2021-05-28,366876.0,verde,-0.07170727771082297
366876.0,50.79,21047730572452.0,17.9,51930000.0,20.0,0.06,2021-06-01,375558.0,verde,0.028744479495268038
375558.0,51.06,21047730572452.0,17.48,41590000.0,23.0,0.06,2021-06-02,391873.0,verde,0.02366467144212203
391873.0,49.46,21047730572452.0,18.04,60520000.0,24.0,0.06,2021-06-03,368513.0,rojo,0.043442024933565415
368513.0,51.99,21047730572452.0,16.42,45590000.0,27.0,0.06,2021-06-04,335780.0,rojo,-0.05961114953058777
335780.0,52.45,21047730572452.0,16.42,31100000.0,15.0,0.06,2021-06-07,333829.0,rojo,-0.08882454621682279
333829.0,52.51,21047730572452.0,17.07,46470000.0,13.0,0.06,2021-06-08,373322.0,verde,-0.005810352016201059
373322.0,52.57,21047730572452.0,17.89,38900000.0,14.0,0.06,2021-06-09,366494.0,rojo,0.11830308331511041
366494.0,54.18,21047730572452.0,16.1,58600000.0,21.0,0.06,2021-06-10,373146.0,verde,-0.018289840941600022
373146.0,54.61,21047730572452.0,15.65,34170000.0,21.0,0.06,2021-06-11,405294.0,verde,0.018150365353866604
405294.0,56.14,20836567779802.566,16.39,45410000.0,28.0,0.06,2021-06-14,401561.0,rojo,0.08615394510459717
401561.0,55.1,20836567779802.566,17.02,45050000.0,38.0,0.06,2021-06-15,383360.0,rojo,-0.009210597738925297
383360.0,54.51,20836567779802.566,18.15,78890000.0,33.0,0.06,2021-06-16,380520.0,rojo,-0.045325616780514055
380520.0,56.54,19932791027263.0,17.75,72160000.0,26.0,0.1,2021-06-17,357494.0,rojo,-0.007408180300500833
357494.0,55.19,19932791027263.0,20.7,71450000.0,25.0,0.1,2021-06-18,316920.0,rojo,-0.06051193104173236
316920.0,56.21,19932791027263.0,17.89,53850000.0,23.0,0.1,2021-06-21,324964.0,verde,-0.1134956111151516
324964.0,57.78,19932791027263.0,16.66,51790000.0,10.0,0.1,2021-06-22,336743.0,verde,0.025381799823299245
336743.0,57.88,19932791027263.0,16.32,47000000.0,14.0,0.1,2021-06-23,346658.0,verde,0.03624709198557374
346658.0,58.94,19932791027263.0,15.97,46840000.0,22.0,0.1,2021-06-24,315940.0,rojo,0.02944381917367256
315940.0,58.76,19932791027263.0,15.62,43500000.0,27.0,0.1,2021-06-25,344759.0,verde,-0.08861183068038236
344759.0,60.83,19932791027263.0,15.76,44390000.0,25.0,0.1,2021-06-28,358347.0,verde,0.09121668671266692
358347.0,61.52,19932791027263.0,16.02,37280000.0,25.0,0.1,2021-06-29,350269.0,rojo,0.039413039253507476
350269.0,61.25,19932791027263.0,15.83,40270000.0,28.0,0.08,2021-06-30,335436.0,rojo,-0.022542396057452674
335436.0,61.28,19932791027263.0,15.48,41920000.0,28.0,0.1,2021-07-01,338134.0,verde,-0.04234745295758402
338134.0,63.36,19932791027263.0,15.07,46750000.0,21.0,0.1,2021-07-02,342256.0,verde,0.008043263096388031
342256.0,64.21,15634861856766.195,16.44,54800000.0,20.0,0.1,2021-07-06,338678.0,rojo,0.012190433378483023
338678.0,64.62,14363025673660.0,16.2,57640000.0,28.0,0.1,2021-07-07,328663.0,rojo,-0.010454162965733205
328663.0,63.5,14363025673660.0,19.0,76260000.0,20.0,0.1,2021-07-08,337974.0,verde,-0.029570860817649813
337974.0,64.57,14363025673660.0,16.18,46440000.0,20.0,0.1,2021-07-09,331130.0,rojo,0.028329930658455682
331130.0,65.39,14363025673660.0,16.17,43560000.0,25.0,0.1,2021-07-12,327281.0,rojo,-0.02025007840839832
327281.0,65.35,14363025673660.0,17.12,59730000.0,20.0,0.1,2021-07-13,328207.0,amarillo,-0.011623833539697426
328207.0,65.71,14363025673660.0,16.33,68020000.0,21.0,0.1,2021-07-14,318405.0,rojo,0.0028293729241843923
318405.0,64.35,14363025673660.0,17.01,68600000.0,20.0,0.1,2021-07-15,313940.0,rojo,-0.029865298424469944
313940.0,62.76,14363025673660.0,18.45,63700000.0,22.0,0.1,2021-07-16,308372.0,rojo,-0.014023020995273305
308372.0,61.26,13672594272814.0,22.5,101140000.0,24.0,0.1,2021-07-19,297938.0,rojo,-0.01773587309677005
297938.0,63.28,13672594272814.0,19.73,60770000.0,19.0,0.1,2021-07-20,321314.0,verde,-0.03383575681319961
321314.0,64.72,13672594272814.0,17.91,40880000.0,10.0,0.1,2021-07-21,322989.0,verde,0.07845927676227937
322989.0,66.08,13672594272814.0,17.69,47480000.0,21.0,0.1,2021-07-22,336033.0,verde,0.0052129692450375575
336033.0,68.28,13672594272814.0,17.2,51950000.0,23.0,0.1,2021-07-23,372766.0,verde,0.04038527627875865
372766.0,68.57,13672594272814.0,17.58,42990000.0,26.0,0.1,2021-07-26,394520.0,verde,0.1093136685980245
394520.0,66.32,13672594272814.0,19.36,89390000.0,32.0,0.1,2021-07-27,400032.0,verde,0.05835832667142382
400032.0,67.05,13672594272814.0,18.31,71970000.0,50.0,0.1,2021-07-28,400014.0,amarillo,0.013971408293622645
400014.0,67.38,13672594272814.0,17.7,44320000.0,50.0,0.1,2021-07-29,422034.0,verde,-4.499640028798879e-05
422034.0,66.37,13672594272814.0,18.24,56560000.0,53.0,0.07,2021-07-30,391684.0,rojo,0.05504807331743389
391684.0,66.35,14319158983942.734,19.46,54560000.0,48.0,0.1,2021-08-02,381303.0,rojo,-0.07191363728988664
381303.0,67.5,14319158983942.734,18.04,63420000.0,48.0,0.1,2021-08-03,397369.0,verde,-0.02650350792986178
397369.0,67.84,14496442856349.0,17.97,48430000.0,42.0,0.1,2021-08-04,408672.0,verde,0.042134470486725695
408672.0,69.11,14496442856349.0,17.28,38670000.0,50.0,0.1,2021-08-05,427954.0,verde,0.028444594319134042
427954.0,68.21,14496442856349.0,16.15,43150000.0,52.0,0.1,2021-08-06,462843.0,verde,0.04718209224023173
462843.0,68.58,14496442856349.0,16.72,34210000.0,65.0,0.1,2021-08-09,455938.0,rojo,0.08152511718549182
455938.0,67.56,14496442856349.0,16.79,53080000.0,71.0,0.1,2021-08-10,455643.0,amarillo,-0.014918665724662605
455643.0,67.19,14496442856349.0,16.06,46590000.0,70.0,0.1,2021-08-11,444034.0,rojo,-0.0006470177962792922
444034.0,67.89,14496442856349.0,15.59,39810000.0,70.0,0.1,2021-08-12,478091.0,verde,-0.0254782801447625
478091.0,68.57,14496442856349.0,15.45,36650000.0,70.0,0.1,2021-08-13,459963.0,rojo,0.07669908160185934
459963.0,68.69,15556093717703.0,16.12,61320000.0,72.0,0.1,2021-08-16,446916.0,rojo,-0.0379174675950813
446916.0,66.89,15556093717703.0,17.91,83200000.0,72.0,0.1,2021-08-17,447238.0,amarillo,-0.028365325037013833
447238.0,64.94,15556093717703.0,21.57,65040000.0,73.0,0.09,2021-08-18,467559.0,verde,0.0007204933365554389
467559.0,65.86,15556093717703.0,21.67,81620000.0,70.0,0.09,2021-08-19,493240.0,verde,0.04543665788685214
493240.0,67.9,15556093717703.0,18.56,62540000.0,70.0,0.09,2021-08-20,495397.0,amarillo,0.05492568852273183
495397.0,70.93,15556093717703.0,17.15,48270000.0,79.0,0.09,2021-08-23,477147.0,rojo,0.00437312464520323
477147.0,71.63,15556093717703.0,17.22,36340000.0,79.0,0.09,2021-08-24,489945.0,verde,-0.03683914113327291
489945.0,71.71,15556093717703.0,16.79,38060000.0,73.0,0.09,2021-08-25,468316.0,rojo,0.026821922803664355
468316.0,70.49,15556093717703.0,18.84,53500000.0,75.0,0.09,2021-08-26,490643.0,verde,-0.04414577146414389
490643.0,72.55,15556093717703.0,16.39,46160000.0,71.0,0.08,2021-08-27,469927.0,rojo,0.04767507409526894
469927.0,74.96,17615033039279.0,16.19,45640000.0,73.0,0.08,2021-08-30,471304.0,amarillo,-0.04222214522575474
471304.0,74.75,17615033039279.0,16.48,45900000.0,73.0,0.06,2021-08-31,488194.0,verde,0.0029302423567916236
488194.0,75.15,17615033039279.0,16.11,47780000.0,71.0,0.08,2021-09-01,492743.0,verde,0.03583674231493905
492743.0,75.05,17615033039279.0,16.41,47650000.0,74.0,0.08,2021-09-02,499990.0,verde,0.009318017017824864
499990.0,75.72,17615033039279.0,16.41,46650000.0,74.0,0.08,2021-09-03,467796.0,rojo,0.014707464134447346
467796.0,76.04,17615033039279.0,18.14,45190000.0,79.0,0.08,2021-09-07,460614.0,rojo,-0.0643892877857557
460614.0,75.25,17615033039279.0,17.96,63420000.0,47.0,0.08,2021-09-08,463856.0,verde,-0.015352846112407947
463856.0,74.45,18415156832118.0,18.8,55290000.0,45.0,0.08,2021-09-09,448428.0,rojo,0.007038431311249704
448428.0,72.78,18415156832118.0,20.95,69220000.0,46.0,0.08,2021-09-10,449495.0,amarillo,-0.03326032216894903
449495.0,72.61,18415156832118.0,19.37,77780000.0,44.0,0.08,2021-09-13,470775.0,verde,0.0023794232295930584
470775.0,71.99,18415156832118.0,19.46,59630000.0,30.0,0.08,2021-09-14,481306.0,verde,0.04734201715258224
481306.0,73.58,18415156832118.0,18.18,55890000.0,49.0,0.08,2021-09-15,477480.0,rojo,0.022369497105836134
477480.0,73.72,18415156832118.0,18.69,52620000.0,53.0,0.08,2021-09-16,472828.0,rojo,-0.007949204871744775
472828.0,71.12,18415156832118.0,20.81,77330000.0,48.0,0.08,2021-09-17,428706.0,rojo,-0.0097428164530452
428706.0,66.75,18415156832118.0,25.71,121910000.0,50.0,0.08,2021-09-20,406513.0,rojo,-0.09331511670205661
406513.0,66.83,18632996500113.82,24.36,71700000.0,27.0,0.08,2021-09-21,435516.0,verde,-0.05176741169939303
435516.0,68.79,18632996500113.82,20.87,87670000.0,21.0,0.08,2021-09-22,448692.0,verde,0.07134581181905619
448692.0,70.69,18632996500113.82,18.63,69370000.0,27.0,0.08,2021-09-23,428199.0,rojo,0.030253767944231624
428199.0,70.89,18632996500113.82,17.75,54780000.0,33.0,0.08,2021-09-24,421726.0,rojo,-0.04567275547591665
421726.0,69.18,18997641161759.0,18.76,78360000.0,26.0,0.08,2021-09-27,410223.0,rojo,-0.015116803168620185
410223.0,63.42,18997641161759.0,23.25,148820000.0,25.0,0.08,2021-09-28,415368.0,verde,-0.0272760038508415
415368.0,62.99,18997641161759.0,22.56,97530000.0,24.0,0.08,2021-09-29,438233.0,verde,0.012541958885776694
438233.0,62.28,18997641161759.0,23.14,117310000.0,20.0,0.06,2021-09-30,481460.0,verde,0.05504757227326129
481460.0,63.42,18997641161759.0,21.15,104350000.0,27.0,0.08,2021-10-01,492273.0,verde,0.09863930831315759
492273.0,59.52,18997641161759.0,22.96,128620000.0,54.0,0.08,2021-10-04,514693.0,verde,0.022458771237485964
514693.0,61.81,18997641161759.0,21.3,81310000.0,59.0,0.08,2021-10-05,553232.0,verde,0.04554383441708154
553232.0,63.03,18997641161759.0,21.0,117500000.0,68.0,0.08,2021-10-06,537839.0,rojo,0.0748776455090705
537839.0,64.74,19893045048575.0,19.54,75410000.0,76.0,0.08,2021-10-07,539147.0,amarillo,-0.02782377013621773
539147.0,63.74,19893045048575.0,18.77,78570000.0,74.0,0.08,2021-10-08,560159.0,verde,0.0024319545440179002
560159.0,61.69,19893045048575.0,19.85,87200000.0,78.0,0.08,2021-10-12,573801.0,verde,0.03897267350091904
573801.0,63.13,19893045048575.0,18.64,70460000.0,70.0,0.08,2021-10-13,573458.0,amarillo,0.024353799546200205
573458.0,66.62,19893045048575.0,16.86,60880000.0,70.0,0.08,2021-10-14,616725.0,verde,-0.000597768215810035
616725.0,67.86,19893045048575.0,16.3,51430000.0,71.0,0.08,2021-10-15,620563.0,verde,0.07544929184003024
620563.0,69.89,19893045048575.0,16.31,50440000.0,78.0,0.08,2021-10-18,642785.0,verde,0.006223195103165935
642785.0,71.43,20082460130831.0,15.7,53230000.0,75.0,0.08,2021-10-19,659791.0,verde,0.03580941822184047
659791.0,71.2,20082460130831.0,15.49,59360000.0,82.0,0.08,2021-10-20,622102.0,rojo,0.02645674681269794
622102.0,72.47,20082460130831.0,15.01,46050000.0,84.0,0.08,2021-10-21,606903.0,rojo,-0.05712263428873687
606903.0,70.64,20082460130831.0,15.43,70120000.0,75.0,0.08,2021-10-22,630670.0,verde,-0.02443168483624869
630670.0,72.76,20082460130831.0,15.24,59480000.0,72.0,0.08,2021-10-25,603108.0,rojo,0.039161118004030326
603108.0,73.44,20082460130831.0,15.98,83990000.0,76.0,0.08,2021-10-26,584381.0,rojo,-0.043702728843927896
584381.0,74.02,20082460130831.0,16.98,72530000.0,73.0,0.08,2021-10-27,605825.0,verde,-0.03105082340144716
605825.0,76.45,20082460130831.0,16.53,65370000.0,66.0,0.08,2021-10-28,622428.0,verde,0.03669523820931886
622428.0,77.58,20082460130831.0,16.26,67260000.0,70.0,0.07,2021-10-29,609153.0,rojo,0.02740560392852731
609153.0,78.35,20286661027549.07,16.41,65020000.0,74.0,0.08,2021-11-01,632217.0,verde,-0.021327768031001226
632217.0,79.39,20286661027549.07,16.03,60090000.0,73.0,0.08,2021-11-02,629185.0,amarillo,0.03786240895144566
629185.0,81.91,20286661027549.07,15.1,72610000.0,76.0,0.08,2021-11-03,614126.0,rojo,-0.004795821687806567
